,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
430,,,,,,,,,,,,,CD52,,,,,,,,,,SLC4A11,
431,,,,,,,,,,,,,RHOH,,,,,,,,,,SAPCD2,
432,,,,,,,,,,,,,KIF18A,,,,,,,,,,SMARCA1,
433,,,,,,,,,,,,,SLC38A5,,,,,,,,,,PRRX2,
434,,,,,,,,,,,,,RPS21,,,,,,,,,,MYO5B,
435,,,,,,,,,,,,,KIF18B,,,,,,,,,,FAM167A,
436,,,,,,,,,,,,,ARL6IP1,,,,,,,,,,TMPRSS3,
437,,,,,,,,,,,,,EVI2B,,,,,,,,,,CADPS2,
438,,,,,,,,,,,,,ZNF732,,,,,,,,,,BCAM,
439,,,,,,,,,,,,,ATP2A3,,,,,,,,,,CAP2,
440,,,,,,,,,,,,,RPS9,,,,,,,,,,GPR87,
441,,,,,,,,,,,,,TRPV3,,,,,,,,,,LGR4,
442,,,,,,,,,,,,,MT-ND2,,,,,,,,,,PPARGC1A,
443,,,,,,,,,,,,,BLNK,,,,,,,,,,PRKAA2,
444,,,,,,,,,,,,,CD1C,,,,,,,,,,ERICH5,
445,,,,,,,,,,,,,RRM2,,,,,,,,,,APOL4,
446,,,,,,,,,,,,,SLC17A9,,,,,,,,,,CAV1,
447,,,,,,,,,,,,,CCDC85B,,,,,,,,,,PON3,
448,,,,,,,,,,,,,CD74,,,,,,,,,,CHI3L1,
449,,,,,,,,,,,,,CLSPN,,,,,,,,,,GPRC5A,
450,,,,,,,,,,,,,LDHB,,,,,,,,,,PLXNB1,
451,,,,,,,,,,,,,TCL1A,,,,,,,,,,FLRT3,
452,,,,,,,,,,,,,CEP55,,,,,,,,,,THRB,
453,,,,,,,,,,,,,C16orf74,,,,,,,,,,WFDC3,
454,,,,,,,,,,,,,ATP6V1F,,,,,,,,,,MST1R,
455,,,,,,,,,,,,,MT-ND4,,,,,,,,,,SNTG2,
456,,,,,,,,,,,,,TUBB2A,,,,,,,,,,NRCAM,
457,,,,,,,,,,,,,TOX,,,,,,,,,,ADAMTS17,
458,,,,,,,,,,,,,EAF2,,,,,,,,,,TNNI2,
459,,,,,,,,,,,,,ICAM3,,,,,,,,,,KIT,
460,,,,,,,,,,,,,SOX5,,,,,,,,,,ST14,
461,,,,,,,,,,,,,MTRNR2L8,,,,,,,,,,HUNK,
462,,,,,,,,,,,,,CPNE5,,,,,,,,,,SDR16C5,
463,,,,,,,,,,,,,TLR10,,,,,,,,,,CDR2L,
464,,,,,,,,,,,,,GRAP,,,,,,,,,,VSTM4,
465,,,,,,,,,,,,,ZNF860,,,,,,,,,,GNG12,
466,,,,,,,,,,,,,HLA-DRB1,,,,,,,,,,CELSR2,
467,,,,,,,,,,,,,RPL39,,,,,,,,,,SUSD4,
468,,,,,,,,,,,,,ST14,,,,,,,,,,CNN3,
469,,,,,,,,,,,,,HES6,,,,,,,,,,KCNQ3,
470,,,,,,,,,,,,,ANKLE1,,,,,,,,,,PDGFRA,
471,,,,,,,,,,,,,GNB3,,,,,,,,,,SEMA3C,
472,,,,,,,,,,,,,RECQL4,,,,,,,,,,ANK3,
473,,,,,,,,,,,,,PPM1E,,,,,,,,,,SYTL4,
474,,,,,,,,,,,,,SYTL1,,,,,,,,,,MCOLN3,
475,,,,,,,,,,,,,SPINK2,,,,,,,,,,FHL2,
476,,,,,,,,,,,,,MCM10,,,,,,,,,,MAL2,
477,,,,,,,,,,,,,PNOC,,,,,,,,,,MT1X,
478,,,,,,,,,,,,,TNF,,,,,,,,,,FAM160A1,
479,,,,,,,,,,,,,KIF23,,,,,,,,,,CYP27C1,
480,,,,,,,,,,,,,IGF2BP3,,,,,,,,,,ADCY6,
481,,,,,,,,,,,,,TCEAL8,,,,,,,,,,RHPN2,
482,,,,,,,,,,,,,CENPX,,,,,,,,,,TMEM108,
483,,,,,,,,,,,,,CDCA5,,,,,,,,,,TPBG,
484,,,,,,,,,,,,,BTG2,,,,,,,,,,RND1,
485,,,,,,,,,,,,,TPD52,,,,,,,,,,SLC16A9,
486,,,,,,,,,,,,,IGSF10,,,,,,,,,,DOC2B,
487,,,,,,,,,,,,,DEPDC1B,,,,,,,,,,ZNF462,
488,,,,,,,,,,,,,CEACAM21,,,,,,,,,,SLPI,
489,,,,,,,,,,,,,MELK,,,,,,,,,,COL4A5,
490,,,,,,,,,,,,,FAM72B,,,,,,,,,,MEIS2,
491,,,,,,,,,,,,,FABP5,,,,,,,,,,BTC,
492,,,,,,,,,,,,,,,,,,,,,,,GFRA1,
493,,,,,,,,,,,,,,,,,,,,,,,FAT4,
494,,,,,,,,,,,,,,,,,,,,,,,SOX7,
495,,,,,,,,,,,,,,,,,,,,,,,FOXO6,
496,,,,,,,,,,,,,,,,,,,,,,,RSPH1,
497,,,,,,,,,,,,,,,,,,,,,,,ITGB4,
498,,,,,,,,,,,,,,,,,,,,,,,BMPER,
499,,,,,,,,,,,,,,,,,,,,,,,ST6GALNAC1,
500,,,,,,,,,,,,,,,,,,,,,,,CDH7,
501,,,,,,,,,,,,,,,,,,,,,,,WWTR1,
502,,,,,,,,,,,,,,,,,,,,,,,GRM7,
503,,,,,,,,,,,,,,,,,,,,,,,STC2,
504,,,,,,,,,,,,,,,,,,,,,,,SYTL2,
505,,,,,,,,,,,,,,,,,,,,,,,TFCP2L1,
506,,,,,,,,,,,,,,,,,,,,,,,CPXM1,
507,,,,,,,,,,,,,,,,,,,,,,,ARSJ,
508,,,,,,,,,,,,,,,,,,,,,,,WNT3A,
509,,,,,,,,,,,,,,,,,,,,,,,LOXL1,
510,,,,,,,,,,,,,,,,,,,,,,,OSMR,
511,,,,,,,,,,,,,,,,,,,,,,,GLYATL1B,
